"","OSHPD_NUM","X1.x","Procedure Description","CPT_CODE_OR_OTHER","Top_25_Avg","Hospital_Name.x","X1.y","Hospital_Name.y","Freq","Full_Address","Address","City","State","Zip Code"
"1861",106150808,16110,"Thyroxine; free","84439",1336.65,"Adventist Health Tehachapi Valley",306,"Adventist Health Tehachapi Valley",62,"1100 Magellan Dr, Tehachapi, CA","1100 Magellan Dr","Tehachapi","CA",93561
"1862",106150808,16113,"Electrocardiogram Tracing","93005",1701.49,"Adventist Health Tehachapi Valley",306,"Adventist Health Tehachapi Valley",62,"1100 Magellan Dr, Tehachapi, CA","1100 Magellan Dr","Tehachapi","CA",93561
"1863",106154044,16082,"GROUP PSYCHOTHERAPY/EDUCATION","G0177",175,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",37,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",60,"5201 White Ln, Bakersfield, CA","5201 White Ln","Bakersfield","CA",93309
"1864",106154044,16080,"GROUP PSYCHOTHERAPY","G0410",175,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",37,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",60,"5201 White Ln, Bakersfield, CA","5201 White Ln","Bakersfield","CA",93309
"1865",106154044,16081,"GROUP PSYCHOTHERAPY/ACTIVITY THERAPY","G0176",175,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",37,"BAKERSFIELD BEHAVIORAL HEALTHCARE HOSPITAL",60,"5201 White Ln, Bakersfield, CA","5201 White Ln","Bakersfield","CA",93309
"1866",106164029,16760,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",1320.74,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1867",106164029,16761,"Emergency Room Visit, Level 3 (moderate severity)","99283",1991.17,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1868",106164029,16762,"Emergency Room Visit, Level 4 (high severity without signigicant threat)","99284",2550.72,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1869",106164029,16763,"Emergency Room Visit, Level 4 (high severity with significant threat)","99285",3334.59,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1870",106164029,16765,"Basic Metabolic Panel","80048",192.63,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1871",106164029,16766,"Complete Blood Count, with differential WBC, automated","85025",123.42,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1872",106164029,16767,"Comprehensive Metabolic Panel","80053",292.46,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1873",106164029,16768,"Creatine Kinase (CK), (CPK), Total","82550",121.43,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1874",106164029,16769,"Lipid Panel","80061",244.7,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1875",106164029,16770,"Partial Thromboplastin Time","85730",114.44,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1876",106164029,16771,"Prothrombin Time","85610",100.52,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1877",106164029,16772,"Thyroid Stimulating Hormone","84443",165.04,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1878",106164029,16773,"Troponin, Quantitative","84484",171.31,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1879",106164029,16774,"Urinalysis, with microscopy","81001",78.59,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1880",106164029,16776,"CT Scan, Head or Brain, without contrast","70450",2684.82,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1881",106164029,16777,"Mammography, Screening, Bilateral","77067",476.17,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1882",106164029,16778,"MRI, Brain, without contrast, followed by contrast","70553",6707.43,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1883",106164029,16779,"Ultrasound, Abdomen, Complete","76700",1165.72,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1884",106164029,16780,"Ultrasound, OB, 14 weeks or more, transabdominal","76805",1165.72,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1885",106164029,16781,"X-Ray, Lower Back, minimum four views","72110",929.59,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1886",106164029,16782,"X-Ray, Chest, two views","71046",542.03,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1887",106164029,16784,"Inhalation Treatment, pressurized or nonpressurized","94640",519.7,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1888",106164029,16785,"Physical Therapy, Evaluation","97162",312.19,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1889",106164029,16786,"Physical Therapy, Gait Training","97116",129.76,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1890",106164029,16787,"Physical Therapy, Therapeutic Exercise","97110",129.76,"Adventist Health Hanford",5,"Adventist Health Hanford",31,"115 Mall Dr, Hanford, CA","115 Mall Dr","Hanford","CA",93230
"1891",106171049,16791,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",702.59,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1892",106171049,16792,"Emergency Room Visit, Level 3 (moderate severity)","99283",1383.81,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1893",106171049,16793,"Emergency Room Visit, Level 4 (high severity without signigicant threat)","99284",2604.73,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1894",106171049,16794,"Emergency Room Visit, Level 4 (high severity with significant threat)","99285",3924.48,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1895",106171049,16795,"Outpatient Visit, established patient, 15 minutes","99213",242.97,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1896",106171049,16797,"Basic Metabolic Panel","80048",125.49,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1897",106171049,16798,"Complete Blood Count, automated","85027",99.72,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1898",106171049,16799,"Complete Blood Count, with differential WBC, automated","85025",117.64,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1899",106171049,16800,"Comprehensive Metabolic Panel","80053",150.13,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1900",106171049,16801,"Creatine Kinase (CK), (CPK), Total","82550",127.72,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1901",106171049,16802,"Lipid Panel","80061",216.25,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1902",106171049,16803,"Partial Thromboplastin Time","85730",105.32,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1903",106171049,16804,"Prothrombin Time","85610",72.83,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1904",106171049,16805,"Thyroid Stimulating Hormone","84443",187.11,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1905",106171049,16809,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage","66984",14074.96,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1906",106171049,16810,"Colonoscopy, diagnostic","45378",5928.65,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1907",106171049,16811,"Colonoscopy, with biopsy","45380",10738.75,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1908",106171049,16812,"Colonoscopy, with lesion removal, by snare technique","45385",10763.38,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1909",106171049,16813,"Endoscopy, Upper GI, with biopsy","43239",11365.5,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1910",106171049,16814,"Endoscopy, Upper GI, diagnostic","43235",8946.29,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1911",106171049,16815,"Hernia Repair, Inguinal, 5 years and older","49505",27052.26,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1912",106171049,16816,"Injection, Diagnostic or Therapeutic substance, epidural, lumbar","62322-62323",5295.04,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1913",106171049,16817,"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar","64483",5265.87,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1914",106171049,16818,"Laparoscopic Cholecystectomy","47562",18127.22,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1915",106171049,16819,"Tympanostomy (insert ventilating  tube, general anesthesia)","69436",8398.91,"Adventist Health Clearlake",3,"Adventist Health Clearlake",31,"5630 18th Ave, Clearlake, CA","5630 18th Ave","Clearlake","CA",95422
"1916",106171395,16197,"Ultrasound, Abdomen, Complete","76700",1312,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1917",106171395,16195,"CT Scan, Pelvis, with contrast","72193",3723,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1918",106171395,16196,"CT Scan, Abdomen, with contrast","74160",3595,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1919",106171395,16208,"Colonoscopy, diagnostic","45378",5229,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1920",106171395,16209,"Colonoscopy, with biopsy","45380",6998,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1921",106171395,16210,"Colonoscopy, with lesion removal, by snare technique","45385",8161,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1922",106171395,16212,"Endoscopy, Upper GI, with biopsy","43239",6859,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1923",106171395,16213,"Endoscopy, Upper GI, diagnostic","43235",5579,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1924",106171395,16217,"Injection, Anesthetic or Steroid, transforaminal epidural, sacral","64483",4394,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1925",106171395,16198,"Ultrasound, OB, 14 weeks or more, single fetus, transabdominal","76805",1299,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1926",106171395,16200,"Electrocardiogram 12 Lead Tracing Only","93005",261,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1927",106171395,16201,"Echocardiography, complete","93307",1907,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1928",106171395,16202,"Inhalation Treatment, pressurized or nonpressurized","94640",418,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1929",106171395,16204,"Arthroscopy, Knee, with meniscectomy (medial or lateral)","29881",16111,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1930",106171395,16206,"Carpal Tunnel Surgery","64721",11709,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1931",106171395,16207,"Cataract Removal with Insertion of Intraocular Lens, 1 Stage","66984",12434,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1932",106171395,16175,"Emergency Room Visit, Level 2","99282",883,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1933",106171395,16176,"Emergency Room Visit, Level 3","99283",1675,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1934",106171395,16177,"Emergency Room Visit, Level 4","99284",2748,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1935",106171395,16179,"Basic Metabolic Panel","80048",170,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1936",106171395,16180,"Comprehensive Metabolic Panel","80053",198,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1937",106171395,16181,"Lipid Panel","80061",224,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1938",106171395,16182,"Creatine Kinase (CK), (CPK), Total","82550",130,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1939",106171395,16183,"Blood Gas Analysis, including 02 saturation","82805",652,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1940",106171395,16184,"Thyroid Stimulating Hormone","84443",185,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1941",106171395,16185,"Troponin, Quantitative","84484",304,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1942",106171395,16186,"Complete Blood Count, with differential WBC, automated","85025",122,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1943",106171395,16187,"Complete Blood Count, automated","85027",108,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1944",106171395,16188,"Prothrombin Time","85610",77,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1945",106171395,16189,"Partial Thromboplastin Time","85730",143,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1946",106171395,16191,"CT Scan, Head or Brain, without contrast","70450",3294,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1947",106171395,16192,"X-Ray, Chest, two views","71046",511,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1948",106171395,16193,"X-Ray, Lumbo Sacral, four views","72110",858,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1949",106171395,16194,"Screening mammography, bilateral (CAD) when performed","77067",475,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1950",106171395,16218,"Laparoscopic Cholecystectomy","47562",29495,"Lakeside",132,"Lakeside",47,"5176 Hill Road East, Lakeport, CA","5176 Hill Road East","Lakeport","CA",95453
"1951",106184008,16270,"Excision, Breast Lesion, without preoperative radiological marker","19120",14147,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1952",106184008,16271,"Hernia Repair, Inguinal, 5 years and older","49505",20581,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1953",106184008,16222,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",422,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1954",106184008,16223,"Emergency Room Visit, Level 3 (moderate severity)","99283",764,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1955",106184008,16224,"Emergency Room Visit, Level 4 (high severity without signigicant threat)","99284",1713,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1956",106184008,16225,"Emergency Room Visit, Level 4 (high severity with significant threat)","99285",2635,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1957",106184008,16228,"Basic Metabolic Panel","80048",137,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1958",106184008,16229,"Blood Gas Analysis, including 02 saturation","82805",241,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1959",106184008,16230,"Complete Blood Count, automated","85027",117,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1960",106184008,16231,"Complete Blood Count, with differential WBC, automated","85025",121,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1961",106184008,16239,"Urinalysis, without microscopy","81002 or 81003",62,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1962",106184008,16240,"Urinalysis, with microscopy","81000 or 81001",82,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1963",106184008,16243,"CT Scan, Head or Brain, without contrast","70450",1224,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1964",106184008,16245,"Mammography, Screening, Bilateral","77067",364,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1965",106184008,16274,"Laparoscopic Cholecystectomy","47562",34881,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1966",106184008,16248,"Ultrasound, OB, 14 weeks or more, transabdominal","76805",988,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1967",106184008,16249,"X-Ray, Lower Back, minimum four views","72110",769,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1968",106184008,16250,"X-Ray, Chest, two views","71046",445,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1969",106184008,16253,"Echocardiography, Transthoracic, complete, without Doppler","93307",1217,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1970",106184008,16260,"Arthroscopy, Knee, with meniscectomy (medial or lateral)","29881",16114,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1971",106184008,16262,"Carpal Tunnel Surgery","64721",9009,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1972",106184008,16264,"Colonoscopy, diagnostic","45378",5873,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1973",106184008,16265,"Colonoscopy, with biopsy","45380",6450,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1974",106184008,16266,"Colonoscopy, with lesion removal, by snare technique","45385",7931,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1975",106184008,16268,"Endoscopy, Upper GI, with biopsy","43239",11319,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1976",106184008,16269,"Endoscopy, Upper GI, diagnostic","43235",5979,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1977",106184008,16247,"Ultrasound, Abdomen, Complete","76700",1122,"Banner Lassen Medical Center",40,"Banner Lassen Medical Center",57,"1800 Spring Ridge Dr, Susanville, CA","1800 Spring Ridge Dr","Susanville","CA",96130
"1978",106190034,16291,"Lipid Panel","80061",113,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1979",106190034,16279,"Emergency Room Visit, Level 2 (low to moderate severity)","99282",897,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1980",106190034,16280,"Emergency Room Visit, Level 3 (moderate severity)","99283",1619,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1981",106190034,16281,"Emergency Room Visit, Level 4 (high severity without signigicant threat)","99284",2674,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1982",106190034,16282,"Emergency Room Visit, Level 4 (high severity with significant threat)","99285",3932,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1983",106190034,16283,"Outpatient Visit, established patient, 15 minutes","99213",369,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1984",106190034,16285,"Basic Metabolic Panel","80048",71,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1985",106190034,16286,"Blood Gas Analysis, including 02 saturation","82805",164,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1986",106190034,16287,"Complete Blood Count, automated","85027",55,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1987",106190034,16288,"Complete Blood Count, with differential WBC, automated","85025",66,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1988",106190034,16289,"Comprehensive Metabolic Panel","80053",89,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1989",106190034,16290,"Creatine Kinase (CK), (CPK), Total","82550",55,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
"1990",106190034,16330,"Injection, Anesthetic or Steroid, transforaminal epidural, lumbar","64483",5209.81,"Antelope Valley Hospital",29,"Antelope Valley Hospital",57,"1600 W Ave J, Lancaster, CA","1600 W Ave J","Lancaster","CA",93534
